comment_id,response_id,question,comment_text
C00896,R02787,what_to_change,Recognition stops at my manager and never travels further up. The rest of my experience here is positive.
C00897,R02787,what_works,My team lead protects our workload and it makes a real difference.
C00898,R02793,what_to_change,Training budget exists on paper but every request gets postponed. It should not be this hard.
C00899,R02795,what_works,My team is genuinely welcoming and people look out for each other. That should be the standard everywhere.
C00900,R02800,what_to_change,To be direct: everything important is decided in English at a speed that excludes half the room. The rest of my experience here is positive.
C00901,R02800,what_works,The pension contribution and the extra leave days are genuinely good. That should be the standard everywhere.
C00902,R02803,what_to_change,Recognition stops at my manager and never travels further up. This needs fixing this year.
C00903,R02807,what_to_change,The main issue is that my salary has not kept up with inflation for two years running. This needs fixing this year.
C00904,R02818,what_to_change,Strategy changes every quarter and nobody explains why. It is the one thing I would change.
C00905,R02818,what_works,My manager is genuinely supportive and gives me feedback I can use. Please keep it.
C00906,R02820,what_to_change,"The pay bands are a secret, which makes it impossible to trust the process. The rest of my experience here is positive. I commute an hour to sit on video calls I could take from home."
C00907,R02821,what_to_change,There is no visible route from my role to the next one.
C00908,R02821,what_works,My team lead backs us up when things go wrong and that builds trust. That should be the standard everywhere.
C00909,R02825,what_to_change,Leadership talks about transparency and then reorganises without warning. I am already looking at other options.
C00910,R02825,what_works,My team is genuinely welcoming and people look out for each other. Please keep it.
C00911,R02826,what_to_change,My salary has not kept up with inflation for two years running. This needs fixing this year. The office rules changed twice this year with no explanation.
C00912,R02829,what_to_change,Strategy changes every quarter and nobody explains why.
C00913,R02829,what_works,I can raise a concern here without worrying about how it will be taken. My development plan is real and we actually review it.
C00914,R02837,what_to_change,"Honestly, i raised the same issue three times and nothing came back."
C00915,R02837,what_works,"Genuinely, the direction for the year is clear and I can see how my work fits. Please keep it. I can raise a concern here without worrying about how it will be taken."
C00916,R02842,what_to_change,Good work is expected and never mentioned; mistakes are mentioned immediately. The rest of my experience here is positive.
C00917,R02851,what_to_change,The same voices dominate every meeting and the rest of us stop trying. This needs fixing this year.
C00918,R02851,what_works,One thing that works: the new scheduling tool has saved us hours every week. The pension contribution and the extra leave days are genuinely good.
C00919,R02854,what_to_change,Recognition stops at my manager and never travels further up. Otherwise this is a good place to work.
C00920,R02854,what_works,I can raise a concern here without worrying about how it will be taken. Please keep it. My development plan is real and we actually review it.
C00921,R02855,what_to_change,Good work is expected and never mentioned; mistakes are mentioned immediately.
C00922,R02855,what_works,My onboarding buddy made the first weeks much easier. Please keep it.
C00923,R02856,what_works,My team lead protects our workload and it makes a real difference. The last town hall actually answered the hard questions honestly.
C00924,R02858,what_to_change,The main issue is that the team delivered a difficult project and nobody outside noticed. The rest of my experience here is positive.
C00925,R02861,what_to_change,"To be direct: promotions here go to people who are visible to leadership, not to people who deliver. We hear about decisions that affect us from other teams first."
C00926,R02874,what_works,The last town hall actually answered the hard questions honestly.
C00927,R02875,what_to_change,I have been in the same grade for four years with no conversation about what comes next.
C00928,R02875,what_works,"Genuinely, my team is genuinely welcoming and people look out for each other. Please keep it."
C00929,R02876,what_to_change,"Benefits are fine but the base salary is below what I am offered elsewhere. It is the main reason people are looking elsewhere. My manager avoids difficult conversations, so problems in the team just continue."
C00930,R02877,what_to_change,I have been in the same grade for four years with no conversation about what comes next. It is the one thing I would change.
C00931,R02877,what_works,Flexibility around school hours is the main reason I stay. That should be the standard everywhere. My team lead protects our workload and it makes a real difference.
C00932,R02882,what_to_change,"Honestly, there is no visible route from my role to the next one. The rest of my experience here is positive."
C00933,R02882,what_works,My onboarding buddy made the first weeks much easier. That should be the standard everywhere.
C00934,R02889,what_works,One thing that works: the new scheduling tool has saved us hours every week.
C00935,R02890,what_to_change,The office rules changed twice this year with no explanation.
C00936,R02890,what_works,"Genuinely, i can raise a concern here without worrying about how it will be taken."
C00937,R02894,what_to_change,"To be direct: town halls are broadcasts, not conversations - questions get filtered. My manager cancels our one to ones more often than we hold them."
C00938,R02894,what_works,I can raise a concern here without worrying about how it will be taken. Please keep it.
C00939,R02898,what_to_change,"Honestly, i have been in the same grade for four years with no conversation about what comes next. It is the one thing I would change. My first month was three days of induction and then nothing."
C00940,R02901,what_to_change,"To be direct: the pay bands are a secret, which makes it impossible to trust the process. This needs fixing this year."
C00941,R02901,what_works,My onboarding buddy made the first weeks much easier. Please keep it.
C00942,R02909,what_to_change,"I did not have a laptop for my first week, which set the tone. The rest of my experience here is positive."
C00943,R02922,what_to_change,Benefits are fine but the base salary is below what I am offered elsewhere.
C00944,R02927,what_to_change,My salary has not kept up with inflation for two years running. It should not be this hard.
C00945,R02930,what_to_change,Shift patterns get published too late to plan anything around them. It should not be this hard.
C00946,R02933,what_to_change,I raised the same issue three times and nothing came back. This needs fixing this year.
C00947,R02934,what_to_change,"Honestly, recognition stops at my manager and never travels further up. It should not be this hard."
C00948,R02934,what_works,Flexibility around school hours is the main reason I stay. That should be the standard everywhere. The internal move I made last year was handled really well.
C00949,R02936,what_to_change,"Honestly, the office rules changed twice this year with no explanation. The rest of my experience here is positive."
C00950,R02937,what_to_change,"Two people left my team last year and neither was replaced, so the work just moved to us. Frankly it is exhausting."
C00951,R02939,what_to_change,"Honestly, the pay bands are a secret, which makes it impossible to trust the process. The rest of my experience here is positive."
C00952,R02940,what_to_change,Benefits are fine but the base salary is below what I am offered elsewhere.
C00953,R02940,what_works,"Genuinely, the new scheduling tool has saved us hours every week. That should be the standard everywhere."
C00954,R02944,what_to_change,"I did not have a laptop for my first week, which set the tone. Otherwise this is a good place to work. Promotions here go to people who are visible to leadership, not to people who deliver."
C00955,R02944,what_works,The pension contribution and the extra leave days are genuinely good.
C00956,R02945,what_to_change,The team delivered a difficult project and nobody outside noticed. I commute an hour to sit on video calls I could take from home.
C00957,R02945,what_works,"Genuinely, my team lead protects our workload and it makes a real difference. That should be the standard everywhere. My manager makes a point of recognising good work publicly."
C00958,R02947,what_to_change,To be direct: we hear about decisions that affect us from other teams first.
C00959,R02947,what_works,One thing that works: since we added two people the pressure has come down a lot. My team is genuinely welcoming and people look out for each other.
C00960,R02953,what_to_change,Good work is expected and never mentioned; mistakes are mentioned immediately.
C00961,R02953,what_works,The pension contribution and the extra leave days are genuinely good. That should be the standard everywhere.
C00962,R02967,what_works,"Genuinely, my onboarding buddy made the first weeks much easier. I can raise a concern here without worrying about how it will be taken."
C00963,R02983,what_works,Since we added two people the pressure has come down a lot. My onboarding buddy made the first weeks much easier.
C00964,R02985,what_to_change,"Honestly, my salary has not kept up with inflation for two years running. It should not be this hard."
C00965,R02988,what_works,"Genuinely, the new scheduling tool has saved us hours every week. That should be the standard everywhere."
C00966,R02992,what_to_change,"Honestly, recognition stops at my manager and never travels further up. It is the one thing I would change."
C00967,R02992,what_works,"Genuinely, my onboarding buddy made the first weeks much easier."
C00968,R02997,what_to_change,The main issue is that i have been in the same grade for four years with no conversation about what comes next. Otherwise this is a good place to work.
C00969,R02997,what_works,"One thing that works: i always know where I stand with my manager, which I value. That should be the standard everywhere."
C00970,R02998,what_to_change,We hire externally for roles that people inside could grow into. It is the main reason people are looking elsewhere.
C00971,R03000,what_to_change,Benefits are fine but the base salary is below what I am offered elsewhere. This needs fixing this year.
C00972,R03000,what_works,"Genuinely, the hybrid arrangement works well for me and my team coordinates it sensibly. Please keep it. The new scheduling tool has saved us hours every week."
C00973,R03007,what_to_change,"Honestly, good work is expected and never mentioned; mistakes are mentioned immediately."
C00974,R03008,what_to_change,"Honestly, recognition stops at my manager and never travels further up. I am already looking at other options."
C00975,R03008,what_works,"Genuinely, i can raise a concern here without worrying about how it will be taken. That should be the standard everywhere."
C00976,R03010,what_works,My team is genuinely welcoming and people look out for each other.
C00977,R03012,what_to_change,The approval process takes longer than the work itself. It is the one thing I would change.
C00978,R03012,what_works,One thing that works: the direction for the year is clear and I can see how my work fits.
C00979,R03014,what_to_change,"Honestly, shift patterns get published too late to plan anything around them. It is the one thing I would change. Recognition stops at my manager and never travels further up."
C00980,R03014,what_works,My team lead backs us up when things go wrong and that builds trust.
C00981,R03015,what_works,One thing that works: the new scheduling tool has saved us hours every week.
C00982,R03016,what_to_change,"My manager avoids difficult conversations, so problems in the team just continue."
C00983,R03019,what_works,My manager makes a point of recognising good work publicly. That should be the standard everywhere.
C00984,R03020,what_works,The pension contribution and the extra leave days are genuinely good. My manager is genuinely supportive and gives me feedback I can use.
C00985,R03021,what_to_change,To be direct: the same voices dominate every meeting and the rest of us stop trying. Otherwise this is a good place to work.
C00986,R03021,what_works,"Genuinely, since we added two people the pressure has come down a lot. Please keep it."
C00987,R03025,what_works,"Genuinely, my team lead backs us up when things go wrong and that builds trust."
C00988,R03028,what_to_change,To be direct: shift patterns get published too late to plan anything around them.
C00989,R03038,what_to_change,I answer messages at 10pm because there is no other way to keep up. This needs fixing this year.
C00990,R03038,what_works,The internal move I made last year was handled really well. That should be the standard everywhere.
C00991,R03039,what_to_change,Our systems do not talk to each other so we rekey the same data twice.
C00992,R03039,what_works,My team lead protects our workload and it makes a real difference. That should be the standard everywhere. My team is genuinely welcoming and people look out for each other.
C00993,R03049,what_works,I can raise a concern here without worrying about how it will be taken. That should be the standard everywhere.
C00994,R03053,what_works,The pension contribution and the extra leave days are genuinely good.
C00995,R03057,what_to_change,The office rules changed twice this year with no explanation.
C00996,R03062,what_to_change,"The main issue is that i did not have a laptop for my first week, which set the tone."
C00997,R03062,what_works,My team lead protects our workload and it makes a real difference.
C00998,R03066,what_to_change,"Honestly, good work is expected and never mentioned; mistakes are mentioned immediately."
C00999,R03069,what_to_change,Leadership talks about transparency and then reorganises without warning. The rest of my experience here is positive.
C01000,R03070,what_to_change,"Honestly, recognition stops at my manager and never travels further up. The rest of my experience here is positive."
C01001,R03074,what_works,"Genuinely, my manager makes a point of recognising good work publicly."
C01002,R03075,what_works,My team lead backs us up when things go wrong and that builds trust. Please keep it.
C01003,R03080,what_to_change,"To be direct: town halls are broadcasts, not conversations - questions get filtered. This needs fixing this year."
C01004,R03080,what_works,My team is genuinely welcoming and people look out for each other.
C01005,R03092,what_works,One thing that works: flexibility around school hours is the main reason I stay. Please keep it.
C01006,R03094,what_to_change,To be direct: my salary has not kept up with inflation for two years running.
C01007,R03101,what_to_change,"Honestly, recognition stops at my manager and never travels further up. We are permanently short-staffed and the overtime has stopped feeling optional."
C01008,R03105,what_to_change,The main issue is that my manager cancels our one to ones more often than we hold them. Nothing has changed since the last survey.
C01009,R03105,what_works,The last town hall actually answered the hard questions honestly.
C01010,R03106,what_to_change,"Honestly, good work is expected and never mentioned; mistakes are mentioned immediately."
C01011,R03107,what_works,One thing that works: i can raise a concern here without worrying about how it will be taken. That should be the standard everywhere.
C01012,R03109,what_to_change,The main issue is that we hire externally for roles that people inside could grow into. This needs fixing this year.
C01013,R03112,what_to_change,The main issue is that we hire externally for roles that people inside could grow into. I raised the same issue three times and nothing came back.
C01014,R03112,what_works,My manager makes a point of recognising good work publicly.
C01015,R03117,what_works,The new scheduling tool has saved us hours every week. That should be the standard everywhere.
C01016,R03122,what_works,My team lead backs us up when things go wrong and that builds trust.
C01017,R03127,what_to_change,We hear about decisions that affect us from other teams first.
C01018,R03131,what_to_change,The team delivered a difficult project and nobody outside noticed. It should not be this hard.
C01019,R03131,what_works,"Genuinely, the new scheduling tool has saved us hours every week. That should be the standard everywhere."
C01020,R03140,what_to_change,I have been in the same grade for four years with no conversation about what comes next. I answer messages at 10pm because there is no other way to keep up.
C01021,R03140,what_works,One thing that works: the last town hall actually answered the hard questions honestly. That should be the standard everywhere. I can raise a concern here without worrying about how it will be taken.
C01022,R03151,what_to_change,To be direct: benefits are fine but the base salary is below what I am offered elsewhere. The rest of my experience here is positive.
C01023,R03151,what_works,My manager is genuinely supportive and gives me feedback I can use. The new scheduling tool has saved us hours every week.
C01024,R03156,what_works,The direction for the year is clear and I can see how my work fits. Please keep it.
C01025,R03159,what_works,My manager is genuinely supportive and gives me feedback I can use. That should be the standard everywhere.
C01026,R03161,what_to_change,The office rules changed twice this year with no explanation. Otherwise this is a good place to work.
C01027,R03161,what_works,One thing that works: my manager is genuinely supportive and gives me feedback I can use. That should be the standard everywhere.
C01028,R03162,what_works,"I always know where I stand with my manager, which I value. That should be the standard everywhere."
C01029,R03166,what_to_change,"Honestly, i did not have a laptop for my first week, which set the tone."
C01030,R03167,what_to_change,"Town halls are broadcasts, not conversations - questions get filtered."
C01031,R03170,what_to_change,We hire externally for roles that people inside could grow into. The rest of my experience here is positive.
C01032,R03176,what_to_change,The main issue is that i have been in the same grade for four years with no conversation about what comes next.
C01033,R03176,what_works,I can raise a concern here without worrying about how it will be taken. That should be the standard everywhere. My development plan is real and we actually review it.
C01034,R03181,what_to_change,Benefits are fine but the base salary is below what I am offered elsewhere. Otherwise this is a good place to work.
C01035,R03181,what_works,Flexibility around school hours is the main reason I stay. My team lead backs us up when things go wrong and that builds trust.
C01036,R03182,what_works,My team is genuinely welcoming and people look out for each other. Please keep it.
C01037,R03186,what_to_change,The office rules changed twice this year with no explanation. Otherwise this is a good place to work. The same voices dominate every meeting and the rest of us stop trying.
C01038,R03186,what_works,One thing that works: my team is genuinely welcoming and people look out for each other.
C01039,R03190,what_to_change,"The pay bands are a secret, which makes it impossible to trust the process. It should not be this hard. The approval process takes longer than the work itself."
C01040,R03191,what_to_change,Shift patterns get published too late to plan anything around them. Otherwise this is a good place to work.
C01041,R03191,what_works,One thing that works: i can raise a concern here without worrying about how it will be taken.
C01042,R03194,what_works,Flexibility around school hours is the main reason I stay. That should be the standard everywhere.
C01043,R03209,what_works,The pension contribution and the extra leave days are genuinely good. That should be the standard everywhere. My onboarding buddy made the first weeks much easier.
C01044,R03210,what_works,My manager is genuinely supportive and gives me feedback I can use. That should be the standard everywhere. Flexibility around school hours is the main reason I stay.
C01045,R03213,what_to_change,Shift patterns get published too late to plan anything around them. The rest of my experience here is positive. Leadership talks about transparency and then reorganises without warning.
C01046,R03213,what_works,My team is genuinely welcoming and people look out for each other.
C01047,R03217,what_to_change,To be direct: new joiners are hired above people already doing the job.
C01048,R03217,what_works,"Genuinely, flexibility around school hours is the main reason I stay. Please keep it."
C01049,R03218,what_to_change,"Honestly, benefits are fine but the base salary is below what I am offered elsewhere."
C01050,R03219,what_to_change,To be direct: i commute an hour to sit on video calls I could take from home.
C01051,R03230,what_to_change,My first month was three days of induction and then nothing.
C01052,R03233,what_to_change,The main issue is that the team delivered a difficult project and nobody outside noticed. Otherwise this is a good place to work.
C01053,R03233,what_works,"Genuinely, the hybrid arrangement works well for me and my team coordinates it sensibly. Please keep it."
C01054,R03234,what_to_change,I raised the same issue three times and nothing came back.
C01055,R03237,what_works,The new scheduling tool has saved us hours every week. The pension contribution and the extra leave days are genuinely good.
C01056,R03238,what_to_change,To be direct: recognition stops at my manager and never travels further up.
C01057,R03238,what_works,"Genuinely, my onboarding buddy made the first weeks much easier."
C01058,R03241,what_works,Since we added two people the pressure has come down a lot. Please keep it.
C01059,R03244,what_to_change,"Honestly, shift patterns get published too late to plan anything around them."
C01060,R03250,what_works,"Genuinely, the last town hall actually answered the hard questions honestly."
C01061,R03254,what_to_change,My manager cancels our one to ones more often than we hold them. I commute an hour to sit on video calls I could take from home.
C01062,R03257,what_to_change,"My manager avoids difficult conversations, so problems in the team just continue. Otherwise this is a good place to work."
C01063,R03265,what_to_change,To be direct: the team delivered a difficult project and nobody outside noticed. The rest of my experience here is positive.
C01064,R03276,what_to_change,My first month was three days of induction and then nothing. The rest of my experience here is positive.
C01065,R03276,what_works,"Genuinely, since we added two people the pressure has come down a lot."
C01066,R03280,what_to_change,I commute an hour to sit on video calls I could take from home. It is the one thing I would change.
C01067,R03282,what_works,One thing that works: my manager is genuinely supportive and gives me feedback I can use. That should be the standard everywhere. Since we added two people the pressure has come down a lot.
C01068,R03293,what_to_change,"Our systems do not talk to each other so we rekey the same data twice. I did not have a laptop for my first week, which set the tone."
C01069,R03293,what_works,Flexibility around school hours is the main reason I stay.
C01070,R03295,what_works,"I always know where I stand with my manager, which I value. Please keep it."
C01071,R03296,what_to_change,The main issue is that we hire externally for roles that people inside could grow into.
C01072,R03296,what_works,One thing that works: my team lead backs us up when things go wrong and that builds trust. That should be the standard everywhere.
C01073,R03305,what_to_change,Leadership talks about transparency and then reorganises without warning. Otherwise this is a good place to work.
C01074,R03305,what_works,"Genuinely, my onboarding buddy made the first weeks much easier."
C01075,R03306,what_to_change,"Honestly, the team delivered a difficult project and nobody outside noticed. It should not be this hard."
C01076,R03306,what_works,Since we added two people the pressure has come down a lot.
C01077,R03307,what_to_change,The same voices dominate every meeting and the rest of us stop trying. It is the one thing I would change.
C01078,R03307,what_works,One thing that works: flexibility around school hours is the main reason I stay.
C01079,R03308,what_to_change,"Town halls are broadcasts, not conversations - questions get filtered. The rest of my experience here is positive."
C01080,R03311,what_to_change,My first month was three days of induction and then nothing.
C01081,R03311,what_works,The pension contribution and the extra leave days are genuinely good. That should be the standard everywhere.
C01082,R03314,what_to_change,"Honestly, there is no visible route from my role to the next one. It should not be this hard."
C01083,R03315,what_to_change,The main issue is that benefits are fine but the base salary is below what I am offered elsewhere. It should not be this hard.
C01084,R03317,what_to_change,"To be direct: leadership talks about transparency and then reorganises without warning. This needs fixing this year. Two people left my team last year and neither was replaced, so the work just moved to us."
C01085,R03317,what_works,One thing that works: the team shout-outs in our monthly meeting are a small thing that works. Please keep it. The internal move I made last year was handled really well.
C01086,R03322,what_works,My team lead protects our workload and it makes a real difference.
C01087,R03323,what_to_change,The main issue is that we hire externally for roles that people inside could grow into.
C01088,R03323,what_works,I can raise a concern here without worrying about how it will be taken.
C01089,R03335,what_to_change,We hire externally for roles that people inside could grow into. Everything important is decided in English at a speed that excludes half the room.
C01090,R03342,what_to_change,"Honestly, the team delivered a difficult project and nobody outside noticed. It is the one thing I would change."
C01091,R03342,what_works,My team lead backs us up when things go wrong and that builds trust. Please keep it.
C01092,R03344,what_to_change,Recognition stops at my manager and never travels further up.
C01093,R03344,what_works,My onboarding buddy made the first weeks much easier. Please keep it. My team lead protects our workload and it makes a real difference.
C01094,R03345,what_to_change,The main issue is that our systems do not talk to each other so we rekey the same data twice.
C01095,R03345,what_works,My manager is genuinely supportive and gives me feedback I can use. That should be the standard everywhere.
C01096,R03347,what_to_change,Good work is expected and never mentioned; mistakes are mentioned immediately.
C01097,R03355,what_to_change,My first month was three days of induction and then nothing.
C01098,R03356,what_to_change,We hire externally for roles that people inside could grow into.
C01099,R03364,what_to_change,The main issue is that recognition stops at my manager and never travels further up. Nothing has changed since the last survey.
C01100,R03365,what_to_change,Our systems do not talk to each other so we rekey the same data twice. Otherwise this is a good place to work.
C01101,R03365,what_works,My team lead backs us up when things go wrong and that builds trust. Please keep it. The pension contribution and the extra leave days are genuinely good.
C01102,R03366,what_to_change,There is no visible route from my role to the next one.
C01103,R03367,what_to_change,"Honestly, i answer messages at 10pm because there is no other way to keep up. It should not be this hard."
C01104,R03368,what_works,"Genuinely, my team lead backs us up when things go wrong and that builds trust. Please keep it."
C01105,R03379,what_works,One thing that works: the last town hall actually answered the hard questions honestly.
C01106,R03381,what_to_change,I have been in the same grade for four years with no conversation about what comes next. It is the one thing I would change.
C01107,R03381,what_works,One thing that works: the new scheduling tool has saved us hours every week.
C01108,R03382,what_works,"Genuinely, my manager is genuinely supportive and gives me feedback I can use."
C01109,R03384,what_to_change,"Honestly, town halls are broadcasts, not conversations - questions get filtered. The rest of my experience here is positive."
C01110,R03384,what_works,"Genuinely, my team lead backs us up when things go wrong and that builds trust."
C01111,R03387,what_works,My onboarding buddy made the first weeks much easier. Please keep it.
C01112,R03392,what_works,My manager is genuinely supportive and gives me feedback I can use.
C01113,R03396,what_to_change,Benefits are fine but the base salary is below what I am offered elsewhere. This needs fixing this year.
C01114,R03406,what_to_change,"Honestly, new joiners are hired above people already doing the job. It should not be this hard."
C01115,R03410,what_to_change,Holiday requests get refused because we do not have the cover. We hire externally for roles that people inside could grow into.
C01116,R03415,what_to_change,To be direct: benefits are fine but the base salary is below what I am offered elsewhere. The rest of my experience here is positive. Good work is expected and never mentioned; mistakes are mentioned immediately.
C01117,R03415,what_works,One thing that works: my team is genuinely welcoming and people look out for each other. That should be the standard everywhere.
C01118,R03421,what_to_change,To be direct: feedback only arrives when something goes wrong. It is the one thing I would change.
C01119,R03422,what_works,"Genuinely, i always know where I stand with my manager, which I value. My development plan is real and we actually review it."
C01120,R03423,what_to_change,Our systems do not talk to each other so we rekey the same data twice. It is the one thing I would change.
C01121,R03427,what_works,"Genuinely, my manager is genuinely supportive and gives me feedback I can use. My team is genuinely welcoming and people look out for each other."
C01122,R03429,what_works,One thing that works: the pension contribution and the extra leave days are genuinely good. That should be the standard everywhere.
C01123,R03436,what_to_change,The main issue is that there is no visible route from my role to the next one. It is the one thing I would change. Leadership talks about transparency and then reorganises without warning.
C01124,R03436,what_works,"Genuinely, i can raise a concern here without worrying about how it will be taken."
C01125,R03442,what_to_change,"Honestly, i raised the same issue three times and nothing came back. It is the one thing I would change."
C01126,R03442,what_works,"Genuinely, my team is genuinely welcoming and people look out for each other."
C01127,R03450,what_works,My onboarding buddy made the first weeks much easier.
C01128,R03452,what_works,"Genuinely, my team is genuinely welcoming and people look out for each other."
C01129,R03454,what_to_change,Good work is expected and never mentioned; mistakes are mentioned immediately. It is the main reason people are looking elsewhere.
C01130,R03463,what_works,One thing that works: the internal move I made last year was handled really well.
C01131,R03466,what_works,"Genuinely, i always know where I stand with my manager, which I value."
C01132,R03470,what_to_change,Our systems do not talk to each other so we rekey the same data twice. It is the one thing I would change.
C01133,R03470,what_works,My team lead protects our workload and it makes a real difference.
C01134,R03485,what_to_change,Recognition stops at my manager and never travels further up. It should not be this hard.
C01135,R03487,what_to_change,"Honestly, new joiners are hired above people already doing the job."
C01136,R03507,what_works,Flexibility around school hours is the main reason I stay.
C01137,R03510,what_to_change,Benefits are fine but the base salary is below what I am offered elsewhere. It is the one thing I would change.
C01138,R03510,what_works,One thing that works: my team is genuinely welcoming and people look out for each other. The new scheduling tool has saved us hours every week.
C01139,R03516,what_works,One thing that works: my team lead backs us up when things go wrong and that builds trust. Please keep it.
C01140,R03520,what_to_change,New joiners are hired above people already doing the job. Otherwise this is a good place to work.
C01141,R03520,what_works,One thing that works: the new scheduling tool has saved us hours every week. That should be the standard everywhere.
C01142,R03530,what_works,"Genuinely, my manager is genuinely supportive and gives me feedback I can use."
C01143,R03533,what_to_change,"Honestly, i have been in the same grade for four years with no conversation about what comes next."
C01144,R03542,what_works,One thing that works: my team lead backs us up when things go wrong and that builds trust. Please keep it. I can raise a concern here without worrying about how it will be taken.
C01145,R03551,what_to_change,I raised the same issue three times and nothing came back.
C01146,R03551,what_works,"Genuinely, the hybrid arrangement works well for me and my team coordinates it sensibly."
C01147,R03553,what_to_change,To be direct: recognition stops at my manager and never travels further up.
C01148,R03553,what_works,The last town hall actually answered the hard questions honestly.
C01149,R03554,what_to_change,"The pay bands are a secret, which makes it impossible to trust the process."
C01150,R03554,what_works,"Genuinely, my development plan is real and we actually review it. That should be the standard everywhere."
C01151,R03568,what_to_change,Training budget exists on paper but every request gets postponed.
C01152,R03568,what_works,My onboarding buddy made the first weeks much easier. The direction for the year is clear and I can see how my work fits.
C01153,R03570,what_to_change,The main issue is that recognition stops at my manager and never travels further up. The rest of my experience here is positive.
C01154,R03570,what_works,My team is genuinely welcoming and people look out for each other. My team lead protects our workload and it makes a real difference.
C01155,R03574,what_to_change,I have been in the same grade for four years with no conversation about what comes next. Feedback only arrives when something goes wrong.
C01156,R03574,what_works,Since we added two people the pressure has come down a lot. Please keep it. The pension contribution and the extra leave days are genuinely good.
C01157,R03577,what_to_change,"The main issue is that promotions here go to people who are visible to leadership, not to people who deliver. This needs fixing this year. Leadership talks about transparency and then reorganises without warning."
C01158,R03577,what_works,The hybrid arrangement works well for me and my team coordinates it sensibly. Please keep it.
C01159,R03579,what_works,"Genuinely, the internal move I made last year was handled really well. That should be the standard everywhere."
C01160,R03580,what_works,The hybrid arrangement works well for me and my team coordinates it sensibly.
C01161,R03584,what_to_change,"Honestly, the pay bands are a secret, which makes it impossible to trust the process. The rest of my experience here is positive. The approval process takes longer than the work itself."
C01162,R03584,what_works,One thing that works: the team shout-outs in our monthly meeting are a small thing that works. Please keep it.
C01163,R03588,what_to_change,My salary has not kept up with inflation for two years running. It is the one thing I would change. We are permanently short-staffed and the overtime has stopped feeling optional.
C01164,R03588,what_works,"One thing that works: i always know where I stand with my manager, which I value. That should be the standard everywhere."
C01165,R03592,what_works,My team is genuinely welcoming and people look out for each other. The hybrid arrangement works well for me and my team coordinates it sensibly.
C01166,R03594,what_to_change,"The main issue is that the pay bands are a secret, which makes it impossible to trust the process. Otherwise this is a good place to work. Training budget exists on paper but every request gets postponed."
C01167,R03594,what_works,One thing that works: my manager makes a point of recognising good work publicly.
C01168,R03596,what_to_change,Benefits are fine but the base salary is below what I am offered elsewhere.
C01169,R03600,what_to_change,"Promotions here go to people who are visible to leadership, not to people who deliver. Otherwise this is a good place to work."
C01170,R03605,what_to_change,"I did not have a laptop for my first week, which set the tone. Otherwise this is a good place to work. Benefits are fine but the base salary is below what I am offered elsewhere."
C01171,R03605,what_works,One thing that works: i can raise a concern here without worrying about how it will be taken. That should be the standard everywhere.
C01172,R03607,what_to_change,My first month was three days of induction and then nothing. Getting access to a tool takes weeks and nobody owns the process.
C01173,R03607,what_works,"I always know where I stand with my manager, which I value. My manager makes a point of recognising good work publicly."
C01174,R03627,what_to_change,"Honestly, benefits are fine but the base salary is below what I am offered elsewhere. Every week is firefighting; there is no capacity left for anything planned."
C01175,R03627,what_works,"Genuinely, my team lead backs us up when things go wrong and that builds trust."
C01176,R03634,what_works,"Genuinely, i can raise a concern here without worrying about how it will be taken. The last town hall actually answered the hard questions honestly."
C01177,R03650,what_works,I can raise a concern here without worrying about how it will be taken. Please keep it. My team lead protects our workload and it makes a real difference.
C01178,R03651,what_works,"Genuinely, my team is genuinely welcoming and people look out for each other. That should be the standard everywhere."
C01179,R03655,what_to_change,"The pay bands are a secret, which makes it impossible to trust the process."
C01180,R03655,what_works,I can raise a concern here without worrying about how it will be taken. The new scheduling tool has saved us hours every week.
C01181,R03657,what_works,One thing that works: my onboarding buddy made the first weeks much easier.
C01182,R03660,what_to_change,"I did not have a laptop for my first week, which set the tone. Otherwise this is a good place to work."
C01183,R03660,what_works,"Genuinely, the last town hall actually answered the hard questions honestly. My onboarding buddy made the first weeks much easier."
C01184,R03661,what_works,One thing that works: my manager is genuinely supportive and gives me feedback I can use.
C01185,R03662,what_to_change,Good work is expected and never mentioned; mistakes are mentioned immediately.
C01186,R03662,what_works,The direction for the year is clear and I can see how my work fits. My onboarding buddy made the first weeks much easier.
C01187,R03667,what_to_change,My salary has not kept up with inflation for two years running.
C01188,R03668,what_to_change,The main issue is that i have been in the same grade for four years with no conversation about what comes next. It is the one thing I would change.
C01189,R03668,what_works,One thing that works: my team lead backs us up when things go wrong and that builds trust. That should be the standard everywhere.
C01190,R03669,what_to_change,"Two people left my team last year and neither was replaced, so the work just moved to us."
C01191,R03680,what_to_change,To be direct: recognition stops at my manager and never travels further up. It should not be this hard.
C01192,R03688,what_to_change,"Promotions here go to people who are visible to leadership, not to people who deliver. It is the one thing I would change."
C01193,R03688,what_works,One thing that works: my team is genuinely welcoming and people look out for each other.
C01194,R03693,what_to_change,My first month was three days of induction and then nothing. New joiners are hired above people already doing the job.
C01195,R03693,what_works,One thing that works: the hybrid arrangement works well for me and my team coordinates it sensibly. The new scheduling tool has saved us hours every week.
C01196,R03704,what_to_change,"Honestly, i raised the same issue three times and nothing came back. It is the main reason people are looking elsewhere."
C01197,R03704,what_works,One thing that works: the last town hall actually answered the hard questions honestly.
